"Treatment","Month","Tmin","Tmax","Year","SSP_Time","month_name"
NA,11,0.826997527280912,6.30033915370558,2064,"SSP5 2050","November"
NA,11,-0.326416001454947,5.70758743949294,2062,"SSP5 2050","November"
NA,11,2.05105251564342,9.63985339787121,2028,"SSP5 2050","November"
NA,11,2.63484549946413,10.5619925918624,2033,"SSP5 2050","November"
NA,11,4.05653286612208,12.6234883925262,2045,"SSP5 2050","November"
NA,11,9.05585186769402,16.1923260523683,2074,"SSP5 2050","November"
NA,11,8.85502546121634,14.9782953564751,2097,"SSP5 2050","November"
NA,11,8.00126931675631,13.5414614420497,2052,"SSP5 2050","November"
NA,11,6.19442025787137,11.1838610290651,2024,"SSP5 2050","November"
NA,12,0.859127224017997,4.69869099967342,2018,"SSP5 2050","December"
NA,12,-1.36426660923264,3.37891343032832,2084,"SSP5 2050","December"
NA,12,-4.50831809265363,1.72267437947674,2026,"SSP5 2050","December"
NA,12,1.42216386224282,7.98340252846901,2030,"SSP5 2050","December"
NA,12,2.45218848171422,9.06385472137521,2085,"SSP5 2050","December"
NA,12,5.35615844113175,11.6690148638576,2086,"SSP5 2050","December"
NA,12,6.67297611329913,12.6763174935765,2081,"SSP5 2050","December"
NA,12,5.66602384642171,10.2122103967318,2042,"SSP5 2050","December"
NA,12,4.59285876266926,8.38712629388717,2070,"SSP5 2050","December"
NA,1,1.09933439497752,4.72297489525232,2072,"SSP5 2050","January"
NA,1,-2.65230789426397,1.75527482622678,2022,"SSP5 2050","January"
NA,1,-2.94779018537732,2.00582795850667,2048,"SSP5 2050","January"
NA,1,-2.72287795391291,3.13264571322522,2015,"SSP5 2050","January"
NA,1,-0.739863325409957,6.76415364528121,2004,"SSP5 2050","January"
NA,1,3.54572316941462,11.0445704815185,2005,"SSP5 2050","January"
NA,1,5.27524305622718,12.1219902368482,2066,"SSP5 2050","January"
NA,1,7.14612405731701,12.9135727972997,2069,"SSP5 2050","January"
NA,1,6.57359222623908,11.7147325894362,2006,"SSP5 2050","January"
NA,1,5.30158762428661,9.72155810267854,2081,"SSP5 2050","January"
NA,2,2.49498384031198,6.68464175879254,2011,"SSP5 2050","February"
NA,2,-0.792735438552454,3.47655288431775,2062,"SSP5 2050","February"
NA,2,-2.52406352822519,3.05302621809388,2091,"SSP5 2050","February"
NA,2,-3.53935187584618,5.94243315012808,2068,"SSP5 2050","February"
NA,2,4.773219598719,12.7415529258619,2076,"SSP5 2050","February"
NA,2,5.0106505978565,12.7588365981139,2043,"SSP5 2050","February"
NA,2,5.84951363781236,11.6470775406681,2040,"SSP5 2050","February"
NA,2,3.85509607163578,8.240875019785,2042,"SSP5 2050","February"
NA,3,5.49257124736116,10.5204444003638,2051,"SSP5 2050","March"
NA,3,1.80857100088502,8.65833207724449,2091,"SSP5 2050","March"
NA,3,-0.319506716792069,8.34187555930032,2086,"SSP5 2050","March"
NA,3,-0.765167228112943,8.63230007015333,2042,"SSP5 2050","March"
NA,3,-0.532829178304492,10.5200670861647,2082,"SSP5 2050","March"
NA,3,5.26217012821411,17.8931142144712,2081,"SSP5 2050","March"
NA,3,6.37803847280019,15.8668415509417,2096,"SSP5 2050","March"
NA,3,6.45072222884137,13.7906233493807,2055,"SSP5 2050","March"
NA,4,6.64544865165442,15.7152674509284,2053,"SSP5 2050","April"
NA,4,4.7933162189666,13.8438415138637,2051,"SSP5 2050","April"
NA,4,1.26585811126691,12.7510985925911,2039,"SSP5 2050","April"
NA,4,1.08292576260966,13.2830098136633,2015,"SSP5 2050","April"
NA,4,3.84908388614515,18.1752965112008,2100,"SSP5 2050","April"
NA,4,6.4574705551962,20.9862058691142,2056,"SSP5 2050","April"
NA,4,8.47974966797752,21.220709791881,2020,"SSP5 2050","April"
NA,4,10.2288205677569,20.9114622330843,2022,"SSP5 2050","April"
NA,4,9.72654328306424,19.7890246062424,2066,"SSP5 2050","April"
NA,5,9.78323198447962,18.1052721744179,2033,"SSP5 2050","May"
NA,5,8.67833777191633,17.1145789423697,2007,"SSP5 2050","May"
NA,5,8.07857481702852,17.0056263778575,2100,"SSP5 2050","May"
NA,5,6.47243270825206,16.8730152553393,2055,"SSP5 2050","May"
NA,5,5.80583901030257,19.8660274615034,2040,"SSP5 2050","May"
NA,5,8.66577076818019,23.0364582915405,2038,"SSP5 2050","May"
NA,5,13.248723902063,25.9821424491723,2027,"SSP5 2050","May"
NA,5,13.0424210375513,23.5056188780477,2039,"SSP5 2050","May"
NA,6,15.8740403697745,24.7547028451905,2037,"SSP5 2085","June"
NA,6,12.0301506302083,23.2465682682759,2076,"SSP5 2085","June"
NA,6,11.4840209546647,23.1009054131798,2091,"SSP5 2085","June"
NA,6,11.8988551480451,25.5211150791934,2035,"SSP5 2085","June"
NA,6,12.1829406628268,26.5738208560698,2039,"SSP5 2085","June"
NA,6,13.9682217961462,29.6413866137382,2009,"SSP5 2085","June"
NA,6,14.9016522001784,30.4124761325823,2066,"SSP5 2085","June"
NA,6,19.8511413136702,32.9844774192796,2079,"SSP5 2085","June"
NA,6,18.6429592895182,28.4795378111993,2008,"SSP5 2085","June"
NA,7,17.3759056552823,26.1137302770279,2001,"SSP5 2085","July"
NA,7,14.2615426410133,26.7295527787302,2075,"SSP5 2085","July"
NA,7,13.1971118581881,28.069871405265,2021,"SSP5 2085","July"
NA,7,16.4536392835141,31.8777845753658,2056,"SSP5 2085","July"
NA,7,19.0886769807928,34.654686686079,2088,"SSP5 2085","July"
NA,7,19.7559467049772,35.1083815445548,2044,"SSP5 2085","July"
NA,7,22.5930701753073,36.66348816932,2048,"SSP5 2085","July"
NA,7,21.3737266139126,32.4691914272232,2037,"SSP5 2085","July"
NA,8,18.026724148421,27.0785981167829,2063,"SSP5 2085","August"
NA,8,17.3352257658536,26.2296843427892,2076,"SSP5 2085","August"
NA,8,14.6092142368277,25.4040459986237,2089,"SSP5 2085","August"
NA,8,14.8768494689788,28.7496140595462,2074,"SSP5 2085","August"
NA,8,16.6559727624889,31.6440141538212,2026,"SSP5 2085","August"
NA,8,18.8149794390898,34.055758488561,2025,"SSP5 2085","August"
NA,8,20.5857969864409,35.9067842921433,2085,"SSP5 2085","August"
NA,8,22.2581017670989,34.180425384542,2091,"SSP5 2085","August"
NA,8,21.737238111166,32.1976219084843,2052,"SSP5 2085","August"
NA,9,15.0721250266865,23.3057663432961,2025,"SSP5 2085","September"
NA,9,12.5172853198997,20.3039878240676,2012,"SSP5 2085","September"
NA,9,12.1181283273416,22.5185789810183,2076,"SSP5 2085","September"
NA,9,11.8861784988434,24.1791455138402,2028,"SSP5 2085","September"
NA,9,11.8337843924668,25.2399375863824,2061,"SSP5 2085","September"
NA,9,12.2717628694677,26.3797145352991,2021,"SSP5 2085","September"
NA,9,14.6959484924493,28.5488751248052,2094,"SSP5 2085","September"
NA,9,17.0237330151108,29.6314904845883,2100,"SSP5 2085","September"
NA,9,17.8973269944519,29.1603328325213,2046,"SSP5 2085","September"
NA,9,18.1630228938921,29.0119533672239,2091,"SSP5 2085","September"
NA,9,17.0874600203791,26.0704221361156,2058,"SSP5 2085","September"
NA,10,13.0426424822389,19.8359828827957,2064,"SSP5 2085","October"
NA,10,9.99606197834669,16.9459896925928,2063,"SSP5 2085","October"
NA,10,7.68956796718814,15.8742898295847,2098,"SSP5 2085","October"
NA,10,7.80157724708666,17.7338665168961,2100,"SSP5 2085","October"
NA,10,11.7720181389661,22.9730530827692,2068,"SSP5 2085","October"
NA,10,14.1919867365039,25.1815467637755,2053,"SSP5 2085","October"
NA,10,15.1275931137799,23.2356138605069,2046,"SSP5 2085","October"
NA,10,14.6589851254877,22.3922354670791,2093,"SSP5 2085","October"
NA,10,13.5819770985609,20.561564679204,2027,"SSP5 2085","October"
NA,11,6.9223404897347,11.6903553461634,2013,"SSP5 2085","November"
NA,11,6.10522031641342,10.8906823795864,2079,"SSP5 2085","November"
NA,11,3.12263378483681,8.42692782233871,2064,"SSP5 2085","November"
NA,11,1.98721851817175,7.82564030311163,2062,"SSP5 2085","November"
NA,11,4.37005440826304,11.7493731369383,2028,"SSP5 2085","November"
NA,11,4.96892982561663,12.6601243958372,2033,"SSP5 2085","November"
NA,11,6.38803903762468,14.7220852847589,2045,"SSP5 2085","November"
NA,11,11.374696852976,18.3030566656107,2074,"SSP5 2085","November"
NA,11,11.168865585259,17.0844137466666,2097,"SSP5 2085","November"
NA,11,10.3070611698008,15.6599882413487,2052,"SSP5 2085","November"
NA,11,8.49660435165739,13.3109010687034,2024,"SSP5 2085","November"
NA,12,2.94482636339477,6.65976055431447,2018,"SSP5 2085","December"
NA,12,0.732105339475053,5.32263286454666,2084,"SSP5 2085","December"
NA,12,-2.38578305245306,3.64651877418981,2026,"SSP5 2085","December"
NA,12,3.54964052107582,9.90211147495095,2030,"SSP5 2085","December"
NA,12,4.57916861076493,10.9780995156238,2085,"SSP5 2085","December"
NA,12,5.11163409956199,11.4573477264122,2069,"SSP5 2085","December"
NA,12,7.47937314998359,13.5881787016589,2086,"SSP5 2085","December"
NA,12,8.79052086500299,14.6001808894637,2081,"SSP5 2085","December"
NA,12,7.76177696412909,12.1620645849486,2042,"SSP5 2085","December"
NA,12,6.67749899119028,10.3467624996019,2070,"SSP5 2085","December"
NA,1,3.15304522947254,6.65288460240191,2072,"SSP5 2085","January"
NA,1,-0.585822857233382,3.67232579804686,2022,"SSP5 2085","January"
NA,1,-0.872497451484476,3.9151628527712,2048,"SSP5 2085","January"
NA,1,-0.629449400965272,5.0241359847437,2015,"SSP5 2085","January"
NA,1,1.3809684762314,8.62976088966335,2004,"SSP5 2085","January"
NA,1,5.6638142287985,12.9096338723202,2005,"SSP5 2085","January"
NA,1,7.38271479061136,13.9961710150349,2066,"SSP5 2085","January"
NA,1,9.23456062532201,14.8055223965925,2069,"SSP5 2085","January"
NA,1,8.65141905765208,13.6211154050269,2006,"SSP5 2085","January"
NA,1,7.3658035597449,11.6382540887998,2081,"SSP5 2085","January"
NA,2,4.4173964394306,8.52807816862494,2011,"SSP5 2085","February"
NA,2,1.12675900764087,5.31657087252008,2062,"SSP5 2085","February"
NA,2,-0.597369510730023,4.88525129019281,2091,"SSP5 2085","February"
NA,2,-1.593114578839,7.75524820777546,2068,"SSP5 2085","February"
NA,2,6.71454588103872,14.558619897606,2076,"SSP5 2085","February"
NA,2,6.94843399104867,14.584269318282,2043,"SSP5 2085","February"
NA,2,7.77748789695904,13.4804618879251,2040,"SSP5 2085","February"
NA,2,5.77778697637098,10.0793428026701,2042,"SSP5 2085","February"
NA,3,7.22586336354689,12.2636321090781,2051,"SSP5 2085","March"
NA,3,3.53811484916942,10.4006928439018,2091,"SSP5 2085","March"
NA,3,1.40442316043271,10.0871539913163,2086,"SSP5 2085","March"
NA,3,0.961719973609161,10.3797232281433,2042,"SSP5 2085","March"
NA,3,1.18603757543531,12.2709228431572,2082,"SSP5 2085","March"
NA,3,6.97323610039549,19.6485522702466,2081,"SSP5 2085","March"
NA,3,8.09469483042528,17.6113870504783,2096,"SSP5 2085","March"
NA,3,8.18379286519367,15.5335225672905,2055,"SSP5 2085","March"
NA,4,8.15611203713824,17.2689858776013,2053,"SSP5 2085","April"
NA,4,6.30457148763764,15.3979235169175,2051,"SSP5 2085","April"
NA,4,2.77026258903949,14.3122814264029,2039,"SSP5 2085","April"
NA,4,2.5846697174882,14.8473940385965,2015,"SSP5 2085","April"
NA,4,5.34494891693416,19.7443277326747,2100,"SSP5 2085","April"
NA,4,7.9512956662145,22.5563650880655,2056,"SSP5 2085","April"
NA,4,9.97963884045409,22.7853105341884,2020,"SSP5 2085","April"
NA,4,11.7356690348481,22.4700122688657,2022,"SSP5 2085","April"
NA,4,11.2341258926605,21.3460283197545,2066,"SSP5 2085","April"
NA,5,11.474116452455,19.9191908741161,2033,"SSP5 2085","May"
NA,5,10.3549273386298,18.91722292565,2007,"SSP5 2085","May"
NA,5,9.76708294081009,18.8182822168744,2100,"SSP5 2085","May"
NA,5,8.14179637553519,18.6985551814198,2055,"SSP5 2085","May"
NA,5,7.45178307881285,21.735868628689,2040,"SSP5 2085","May"
NA,5,10.3035466903204,24.8965473579435,2038,"SSP5 2085","May"
NA,5,14.9004079775611,27.8161955842635,2027,"SSP5 2085","May"
NA,5,14.7127612501356,25.3249356134861,2039,"SSP5 2085","May"
