"Treatment","Month","Tmin","Tmax","Year","SSP_Time","month_name"
NA,2,4.43207678227753,12.2451691049836,2043,"SSP1 2050","February"
NA,2,5.27769364829566,11.1257131028712,2040,"SSP1 2050","February"
NA,2,3.29467343516748,7.7110673219953,2042,"SSP1 2050","February"
NA,3,4.91603164435324,9.94175068216296,2051,"SSP1 2050","March"
NA,3,1.2304378913005,8.07993314468932,2091,"SSP1 2050","March"
NA,3,-0.897721064211837,7.76448435039606,2086,"SSP1 2050","March"
NA,3,-1.34249583463771,8.05509067584524,2042,"SSP1 2050","March"
NA,3,-1.1109231302148,9.94237639341483,2082,"SSP1 2050","March"
NA,3,4.67646780653543,17.3241714219559,2081,"SSP1 2050","March"
NA,3,5.80303014504874,15.2891780582498,2096,"SSP1 2050","March"
NA,3,5.87304689413117,13.2132269839714,2055,"SSP1 2050","March"
NA,4,6.20531947296194,15.4327769426074,2053,"SSP1 2050","April"
NA,4,4.34986918368704,13.5599804327621,2051,"SSP1 2050","April"
NA,4,0.798709288704186,12.489868483906,2039,"SSP1 2050","April"
NA,4,0.605998813267872,13.0293850232271,2015,"SSP1 2050","April"
NA,4,3.35570153521397,17.9433938429814,2100,"SSP1 2050","April"
NA,4,5.96306048594271,20.7604250764287,2056,"SSP1 2050","April"
NA,4,8.00271832494175,20.97452580282,2020,"SSP1 2050","April"
NA,4,9.77108584112045,20.6416221187162,2022,"SSP1 2050","April"
NA,4,9.27458690678874,19.5172522104393,2066,"SSP1 2050","April"
NA,5,9.3330149222368,17.7404648701639,2033,"SSP1 2050","May"
NA,5,8.23140774400196,16.7559295056272,2007,"SSP1 2050","May"
NA,5,7.62523969023041,16.6452821696438,2100,"SSP1 2050","May"
NA,5,6.01225449871136,16.5218273405726,2055,"SSP1 2050","May"
NA,5,5.32581097580488,19.5269707419339,2040,"SSP1 2050","May"
NA,5,8.18328930032133,22.7064794917734,2038,"SSP1 2050","May"
NA,5,12.7795930708278,25.6432927458605,2027,"SSP1 2050","May"
NA,5,12.5817778568804,23.1568339822722,2039,"SSP1 2050","May"
NA,6,13.1981789993316,21.76020580083,2037,"SSP1 2085","June"
NA,6,9.38207133914501,20.1905711456453,2076,"SSP1 2085","June"
NA,6,8.85499006670875,20.0570024266199,2091,"SSP1 2085","June"
NA,6,9.31565324742746,22.4620206103272,2035,"SSP1 2085","June"
NA,6,9.62462882935227,23.4877561293124,2039,"SSP1 2085","June"
NA,6,11.4215135101544,26.5322816110246,2009,"SSP1 2085","June"
NA,6,12.3491153799662,27.2930968517903,2066,"SSP1 2085","June"
NA,6,17.2530221004089,29.9174315158922,2079,"SSP1 2085","June"
NA,6,15.9806674008233,25.4730291114738,2008,"SSP1 2085","June"
NA,7,13.9446678076722,22.2905536605678,2001,"SSP1 2085","July"
NA,7,10.9054960038641,22.819330636937,2075,"SSP1 2085","July"
NA,7,9.89541289169892,24.1063792570115,2021,"SSP1 2085","July"
NA,7,13.147822112775,27.8855449695038,2056,"SSP1 2085","July"
NA,7,15.7828084792469,30.6465942725443,2088,"SSP1 2085","July"
NA,7,16.4555023812764,31.1172336590031,2044,"SSP1 2085","July"
NA,7,19.2649179516317,32.6978932651236,2048,"SSP1 2085","July"
NA,7,17.9852613860552,28.5838443113071,2037,"SSP1 2085","July"
NA,8,13.946075174981,22.4782165609401,2063,"SSP1 2085","August"
NA,8,13.2566864175694,21.6313615444905,2076,"SSP1 2085","August"
NA,8,10.5801659896445,20.7457037529582,2089,"SSP1 2085","August"
NA,8,10.9461643248569,24.0006506992159,2074,"SSP1 2085","August"
NA,8,12.7526472189139,26.8659810892821,2026,"SSP1 2085","August"
NA,8,14.9157047192439,29.2744751348352,2025,"SSP1 2085","August"
NA,8,16.6924409604786,31.1125284092615,2085,"SSP1 2085","August"
NA,8,18.2628516786888,29.4858770898514,2091,"SSP1 2085","August"
NA,8,17.6998603014057,27.5567865871031,2052,"SSP1 2085","August"
NA,9,11.5177129237101,19.4489211868851,2025,"SSP1 2085","September"
NA,9,8.96238124389123,16.4541568884125,2012,"SSP1 2085","September"
NA,9,8.63695432239276,18.6270051174706,2076,"SSP1 2085","September"
NA,9,8.42087302168512,20.2477320586838,2028,"SSP1 2085","September"
NA,9,8.39644160614528,21.2840644959064,2061,"SSP1 2085","September"
NA,9,8.84331909778417,22.3948925679838,2021,"SSP1 2085","September"
NA,9,11.2676897750691,24.5905098448233,2094,"SSP1 2085","September"
NA,9,13.5584094129487,25.6840505392737,2100,"SSP1 2085","September"
NA,9,14.662675974474,25.1111579225739,2091,"SSP1 2085","September"
NA,9,13.5518601102775,22.1982777802846,2058,"SSP1 2085","September"
NA,10,9.9860596457898,16.8124543833652,2064,"SSP1 2085","October"
NA,10,6.92998811726779,13.9037276003639,2063,"SSP1 2085","October"
NA,10,4.62443624530555,12.8526868769083,2098,"SSP1 2085","October"
NA,10,4.7438181132428,14.6872270241128,2100,"SSP1 2085","October"
NA,10,8.72653438432802,19.9398512997852,2068,"SSP1 2085","October"
NA,10,11.1443635762217,22.1358547559607,2053,"SSP1 2085","October"
NA,10,12.0592296829185,20.198862960859,2046,"SSP1 2085","October"
NA,10,11.5968689646925,19.3751064105982,2093,"SSP1 2085","October"
NA,10,10.5081816486562,17.5141221935673,2027,"SSP1 2085","October"
NA,11,4.21990437059676,9.259136320946,2013,"SSP1 2085","November"
NA,11,3.40373338949947,8.45996934198178,2079,"SSP1 2085","November"
NA,11,0.420905629793602,6.00271265368623,2064,"SSP1 2085","November"
NA,11,-0.736014183791615,5.41759601283081,2062,"SSP1 2085","November"
NA,11,1.62692267356123,9.36304457217504,2028,"SSP1 2085","November"
NA,11,2.20681388867625,10.2906567683509,2033,"SSP1 2085","November"
NA,11,3.62408926197572,12.3556712827375,2045,"SSP1 2085","November"
NA,11,8.63735613886853,15.9103358422149,2074,"SSP1 2085","November"
NA,11,8.44321101182787,14.6892964936292,2097,"SSP1 2085","November"
NA,11,7.59520427133082,13.2447466777695,2052,"SSP1 2085","November"
NA,11,5.79468356742682,10.8829612082551,2024,"SSP1 2085","November"
NA,12,0.266713629980315,4.18274489893211,2018,"SSP1 2085","December"
NA,12,-1.9670833574214,2.87273644303768,2084,"SSP1 2085","December"
NA,12,-5.12182347772307,1.22806542840315,2026,"SSP1 2085","December"
NA,12,0.807799632674304,7.48977803802372,2030,"SSP1 2085","December"
NA,12,1.8337160389523,8.572257456372,2085,"SSP1 2085","December"
NA,12,4.74088323456446,11.1732202362845,2086,"SSP1 2085","December"
NA,12,6.06071878200694,12.1783399932185,2081,"SSP1 2085","December"
NA,12,5.06707317209891,9.70356093991008,2042,"SSP1 2085","December"
NA,12,3.99996320688257,7.87339683970427,2070,"SSP1 2085","December"
NA,1,0.798245357569601,4.41668274402326,2072,"SSP1 2085","January"
NA,1,-2.95201762723919,1.44773503437697,2022,"SSP1 2085","January"
NA,1,-3.24985672859666,1.69890263541708,2048,"SSP1 2085","January"
NA,1,-3.02246382690138,2.82275926930825,2015,"SSP1 2085","January"
NA,1,-1.03835912279639,6.45055780722366,2004,"SSP1 2085","January"
NA,1,3.24845262920044,10.7351791065091,2005,"SSP1 2085","January"
NA,1,4.9782173236199,11.8145632276958,2066,"SSP1 2085","January"
NA,1,6.84620517225659,12.6107776389649,2069,"SSP1 2085","January"
NA,1,6.26846164532595,11.4115493070101,2006,"SSP1 2085","January"
NA,1,5.00380577650874,9.42140192744854,2081,"SSP1 2085","January"
NA,2,2.11967828044279,6.30974526068862,2011,"SSP1 2085","February"
NA,2,-1.16868064620231,3.09949500313109,2062,"SSP1 2085","February"
NA,2,-2.90262828657767,2.67634959286915,2091,"SSP1 2085","February"
NA,2,-3.92240193798264,5.57379209597717,2068,"SSP1 2085","February"
NA,2,4.39288284955846,12.3699314539986,2076,"SSP1 2085","February"
NA,2,4.62978958966156,12.388293852331,2043,"SSP1 2085","February"
NA,2,5.47239764058915,11.2734631455504,2040,"SSP1 2085","February"
NA,2,3.47883150107588,7.86483414651659,2042,"SSP1 2085","February"
NA,3,5.13441573138282,10.226433819412,2051,"SSP1 2085","March"
NA,3,1.4428147357121,8.37442090050005,2091,"SSP1 2085","March"
NA,3,-0.695382117991986,8.0689483800599,2086,"SSP1 2085","March"
NA,3,-1.1454412237988,8.36111966571971,2042,"SSP1 2085","March"
NA,3,-0.923341716603991,10.2616128709532,2082,"SSP1 2085","March"
NA,3,4.86594888400246,17.6413903935295,2081,"SSP1 2085","March"
NA,3,5.99913871278171,15.5994488169043,2096,"SSP1 2085","March"
NA,3,6.08182084665524,13.507526505436,2055,"SSP1 2085","March"
NA,4,6.32105878431739,15.4304784152743,2053,"SSP1 2085","April"
NA,4,4.46973179005265,13.5580325807399,2051,"SSP1 2085","April"
NA,4,0.937349699621455,12.4701666674698,2039,"SSP1 2085","April"
NA,4,0.754016360260201,13.0023856469945,2015,"SSP1 2085","April"
NA,4,3.51801838864353,17.8970593688345,2100,"SSP1 2085","April"
NA,4,6.12570450413861,20.708910323805,2056,"SSP1 2085","April"
NA,4,8.1511371779988,20.9401152898711,2020,"SSP1 2085","April"
NA,4,9.90245943484509,20.6284182374786,2022,"SSP1 2085","April"
NA,4,9.40203556481234,19.5043013254785,2066,"SSP1 2085","April"
NA,5,9.45343565631016,17.83591382651,2033,"SSP1 2085","May"
NA,5,8.35018554589729,16.8458658513839,2007,"SSP1 2085","May"
NA,5,7.74985883518958,16.7355219868105,2100,"SSP1 2085","May"
NA,5,6.13497810867172,16.6122180002808,2055,"SSP1 2085","May"
NA,5,5.45999584923104,19.6116901176916,2040,"SSP1 2085","May"
NA,5,8.31315573044819,22.7905535797221,2038,"SSP1 2085","May"
NA,5,12.9076362369307,25.7257956701988,2027,"SSP1 2085","May"
NA,5,12.7070329544384,23.2432251599195,2039,"SSP1 2085","May"
NA,6,13.3197168556862,21.6809766327109,2037,"SSP2 2050","June"
NA,6,9.53156556751267,20.0852770740392,2076,"SSP2 2050","June"
NA,6,9.00800299286156,19.9458220429596,2091,"SSP2 2050","June"
NA,6,9.48951542106743,22.3289493665081,2035,"SSP2 2050","June"
NA,6,9.80866504752256,23.3446216304076,2039,"SSP2 2050","June"
NA,6,11.6189306844786,26.3763801579897,2009,"SSP2 2050","June"
NA,6,12.5454450563207,27.1391615957659,2066,"SSP2 2050","June"
NA,6,17.4236178517659,29.7888597605675,2079,"SSP2 2050","June"
NA,6,16.1130952250549,25.3828243932949,2008,"SSP2 2050","June"
NA,7,14.1408353830724,22.317252453189,2001,"SSP2 2050","July"
NA,7,11.1388126423878,22.8109552430013,2075,"SSP2 2050","July"
NA,7,10.1532520255719,24.0732924470586,2021,"SSP2 2050","July"
NA,7,13.4124662764259,27.8514412442088,2056,"SSP2 2050","July"
NA,7,16.04851170917,30.6140678223859,2088,"SSP2 2050","July"
NA,7,16.7186395484609,31.0834940857558,2044,"SSP2 2050","July"
NA,7,19.5147492617899,32.6778402718951,2048,"SSP2 2050","July"
NA,7,18.2048260114533,28.5905450151265,2037,"SSP2 2050","July"
NA,8,14.2730191288646,22.6944555585444,2063,"SSP2 2050","August"
NA,8,13.5816133418037,21.8542598565536,2076,"SSP2 2050","August"
NA,8,10.9177793160528,20.9563607607962,2089,"SSP2 2050","August"
NA,8,11.3020030794147,24.189922192351,2074,"SSP2 2050","August"
NA,8,13.1142414079728,27.0469864432762,2026,"SSP2 2050","August"
NA,8,15.2810382323095,29.4530601925948,2025,"SSP2 2050","August"
NA,8,17.0593980007063,31.2936425117397,2085,"SSP2 2050","August"
NA,8,18.60536218196,29.6891010580488,2091,"SSP2 2050","August"
NA,8,18.0365449513146,27.7667349180011,2052,"SSP2 2050","August"
NA,9,11.8078392141861,19.6839724289385,2025,"SSP2 2050","September"
NA,9,9.25077405577992,16.6899367408836,2012,"SSP2 2050","September"
NA,9,8.93191190781719,18.8511961479027,2076,"SSP2 2050","September"
NA,9,8.72180062843719,20.4697330655408,2028,"SSP2 2050","September"
NA,9,8.69919865623231,21.5036892680089,2061,"SSP2 2050","September"
NA,9,9.15111575922035,22.6125815569585,2021,"SSP2 2050","September"
NA,9,11.5704171900746,24.8105169069345,2094,"SSP2 2050","September"
NA,9,13.8627506734476,25.9051179471089,2100,"SSP2 2050","September"
NA,9,14.9607167404726,25.3381132776337,2091,"SSP2 2050","September"
NA,9,13.8440717370944,22.4307032646369,2058,"SSP2 2050","September"
NA,10,10.1455816818772,16.8284460920077,2064,"SSP2 2050","October"
NA,10,7.09283013747359,13.9247749862073,2063,"SSP2 2050","October"
NA,10,4.80452539610851,12.8495876462959,2098,"SSP2 2050","October"
NA,10,4.93817989955968,14.6755822361028,2100,"SSP2 2050","October"
NA,10,8.93378072462037,19.9076974297445,2068,"SSP2 2050","October"
NA,10,11.3487082008943,22.1109336849261,2053,"SSP2 2050","October"
NA,10,12.2367865211309,20.204236140961,2046,"SSP2 2050","October"
NA,10,11.7704181237022,19.376332034396,2093,"SSP2 2050","October"
NA,10,10.6790669926541,17.5309766427008,2027,"SSP2 2050","October"
NA,11,4.2296594965412,9.213055487645,2013,"SSP2 2050","November"
NA,11,3.41720431283673,8.410404746199,2079,"SSP2 2050","November"
NA,11,0.439294493229356,5.94937591627273,2064,"SSP2 2050","November"
NA,11,-0.717060573347639,5.36270226981996,2062,"SSP2 2050","November"
NA,11,1.65952250041346,9.29482189663379,2028,"SSP2 2050","November"
NA,11,2.24185567433151,10.2196232909749,2033,"SSP2 2050","November"
NA,11,3.66601849931182,12.277958858962,2045,"SSP2 2050","November"
NA,11,8.66725605729905,15.8447058071371,2074,"SSP2 2050","November"
NA,11,8.46508825764411,14.6309561625445,2097,"SSP2 2050","November"
NA,11,7.6112570631718,13.1935150746118,2052,"SSP2 2050","November"
NA,11,5.80767143702895,10.834278810959,2024,"SSP2 2050","November"
NA,12,0.340062437300752,4.2183342989214,2018,"SSP2 2050","December"
NA,12,-1.89214619775891,2.90590681426088,2084,"SSP2 2050","December"
NA,12,-5.03589536979791,1.25089204491607,2026,"SSP2 2050","December"
NA,12,1.92065272687986,8.5941394601529,2085,"SSP2 2050","December"
NA,12,4.82793381291947,11.1956656648471,2086,"SSP2 2050","December"
NA,12,6.14428843884853,12.2036996750704,2081,"SSP2 2050","December"
NA,12,5.14383576122042,9.73517566281425,2042,"SSP2 2050","December"
NA,12,4.06954015037843,7.91150323924172,2070,"SSP2 2050","December"
NA,1,0.73613589601281,4.32654743653871,2072,"SSP2 2050","January"
NA,1,-3.01122828340328,1.35460977499588,2022,"SSP2 2050","January"
NA,1,-3.30559576592972,1.60350586294534,2048,"SSP2 2050","January"
NA,1,-3.07648082963949,2.72596917257817,2015,"SSP2 2050","January"
NA,1,-1.0853964017921,6.34856457495324,2004,"SSP2 2050","January"
NA,1,3.20329540819796,10.6275926752243,2005,"SSP2 2050","January"
NA,1,4.9273472353523,11.7111419252748,2066,"SSP2 2050","January"
NA,1,6.79283172085499,12.5086233923678,2069,"SSP2 2050","January"
NA,1,6.21348858245609,11.3149210901836,2006,"SSP2 2050","January"
NA,1,4.94205710332736,9.32545895370662,2081,"SSP2 2050","January"
NA,2,2.07053355373439,6.2831119749465,2011,"SSP2 2050","February"
NA,2,-1.21413180302592,3.07735046727155,2062,"SSP2 2050","February"
NA,2,-2.95271242329673,2.65817721054701,2091,"SSP2 2050","February"
NA,2,-3.97733895910158,5.56238502176601,2068,"SSP2 2050","February"
NA,2,4.34010496600492,12.3572178381598,2076,"SSP2 2050","February"
NA,2,4.57609760333071,12.3695908246689,2043,"SSP2 2050","February"
NA,2,5.42212083714299,11.2544230749753,2040,"SSP2 2050","February"
NA,2,3.43447530504613,7.83945570700596,2042,"SSP2 2050","February"
NA,3,5.28653634441903,10.3200908629554,2051,"SSP2 2050","March"
NA,3,1.60360729739027,8.46182995086646,2091,"SSP2 2050","March"
NA,3,-0.52491475225466,8.14648759920557,2086,"SSP2 2050","March"
NA,3,-0.972943984837123,8.43429560556705,2042,"SSP2 2050","March"
NA,3,-0.739043868957139,10.3253612944985,2082,"SSP2 2050","March"
NA,3,5.05120612638392,17.7039118131642,2081,"SSP2 2050","March"
