"location","Month","Tmax","Tmin","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
"Yakima",10,4.42885850945495,4.3116850945495,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",11,3.03724349276974,4.71098331479422,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",12,1.52671501668521,5.32827052280311,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",1,1.89653159065628,3.98159955506118,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",2,1.48603025583982,3.42302424916574,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",3,1.86239087875417,3.65196129032258,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",4,1.56587252502781,2.74627708565072,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",5,-0.421848832035597,2.194329810901,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",6,1.72854160177976,1.8396084538376,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",7,2.71332747497219,3.15910500556174,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",8,2.80000456062292,3.23885828698554,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",9,2.29658687430478,3.0716852057842,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",10,3.04588431590656,2.2182850945495,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",11,2.26024349276974,3.89512202447164,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",12,1.28959888765295,3.58715761957731,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"Yakima",1,3.61447352614016,5.54422536151279,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",2,3.22336251390434,5.77872747497219,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",3,3.2919489432703,4.89214838709677,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",4,3.4884531701891,4.18730289210234,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",5,1.85193503893215,4.52883303670745,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",6,5.0377383759733,4.23106974416018,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",7,5.92895005561735,6.41662113459399,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",8,5.91108197997775,6.90711957730812,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",9,5.42350945494994,6.50439488320356,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",10,6.39185205784204,4.84356896551724,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",11,4.83554026696329,6.75997686318131,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",12,3.05442469410456,7.46189632925473,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"Yakima",1,2.85870989988877,3.24874649610679,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",2,2.73684627363737,2.95061123470523,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",3,1.66687931034483,2.03601256952169,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",4,2.10310022246941,2.52325272525028,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",5,1.78842614015573,1.39784783092325,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",6,1.41415828698554,1.56914404894327,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",7,3.01544549499444,2.43595884315907,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",8,4.10186129032258,3.31300244716351,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",9,3.78940723025584,2.82858464961068,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",10,1.87566340378198,2.26577296996663,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",11,2.2687382647386,2.60682703003337,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",12,1.062540378198,1.26211868743048,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"Yakima",1,3.25117119021135,3.74504327030033,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",2,2.39392046718576,2.3362531701891,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",3,1.33415995550612,2.10948031145717,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",4,1.95456473859844,2.53826885428254,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",5,1.9308616240267,1.85104783092325,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",6,1.79917119021135,1.72737630700779,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",7,3.51469065628476,2.70036529477197,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",8,4.38081290322581,3.42439922135706,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",9,4.05467497219133,3.04855884315907,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",10,2.3174085650723,2.71968909899889,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",11,2.66304149054505,3.07007541713014,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",12,2.10279199110122,2.16158965517241,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"Yakima",1,3.19927296996663,10.2683473859844,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",2,1.50205339265851,5.02605773081201,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",3,1.19323337041157,2.43430411568409,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",4,1.5622,1.73007541713014,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",5,4.05527041156841,2.78347630700779,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",6,4.98291357063404,3.21353459399332,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",7,4.93728843159065,4.54489644048943,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",8,5.73799499443827,5.33191023359288,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",9,3.40329410456062,3.61481301446051,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",10,2.73439199110123,3.79291557285873,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",11,1.74488097886541,3.51079410456062,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",12,2.62372658509455,5.55243047830923,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"Yakima",1,5.49086974416018,13.9494957730812,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",2,3.56639855394883,7.47349966629588,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",3,3.3797978865406,4.1587170189099,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",4,3.82393548387097,4.04221412680756,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",5,5.89549299221357,5.63612146829811,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",6,7.57580066740823,6.73656362625139,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",7,9.55135617352614,10.2453609566185,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",8,9.36087563959956,10.0142360400445,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",9,8.43882636262514,8.16940333704116,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",10,5.23564360400445,7.16619299221357,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",11,4.64281646273638,6.01309733036707,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",12,4.93285884315907,10.4321820912125,"ssp585",2070,2100,2085,2000,"relative","CIESM"
"Yakima",1,1.00829021134594,0.537840378197998,"ssp126",2035,2065,2050,2000,"relative","CMCC-ESM2"
